path_to_zip,workunitid,sizeZipfile,n_inputs,enzymes,fastaFiles,nThreads,FixedModification,VariableModifications,Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2019/2019-01/2019-01-09/workunit_187889/1068309.zip,187889,1.5G,18,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2019/2019-01/2019-01-16/workunit_189202/1083372.zip,189202,393M,5,Trypsin/P,fgcz_10090_reviewed_sp_only_20160902.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2019/2019-01/2019-01-16/workunit_189256/1084571.zip,189256,454M,6,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p1000/bfabric/Proteomics/MaxQuant/2019/2019-02/2019-02-11/workunit_192418/1140833.zip,192418,947M,4,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-01/2019-01-24/workunit_190844/1100837.zip,190844,153M,4,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-01/2019-01-25/workunit_190918/1101894.zip,,7,,,,,,,
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-14/workunit_194377/1163572.zip,,7,,,,,,,
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-14/workunit_194379/1163576.zip,194379,427M,3,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-15/workunit_194417/1165948.zip,,5,,,,,,,
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-23/workunit_195060/1172859.zip,,5,,,,,,,
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-03/2019-03-23/workunit_195062/1172863.zip,195062,512M,,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-05/2019-05-21/workunit_199381/1278414.zip,,6,,,,,,,
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-05/2019-05-21/workunit_199384/1278498.zip,,6,,,,,,,
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-08/workunit_200736/1298173.zip,200736,625M,6,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-08/workunit_200738/1298182.zip,200738,1.3G,6,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-08/workunit_200740/1298191.zip,200740,2.1G,6,Trypsin/P,fgcz_9606_reviewed_cnl_contaminantNoHumanCont_20161209.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-15/workunit_200959/1304184.zip,200959,1.9G,6,Trypsin/P,fgcz_9606_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-15/workunit_200961/1304193.zip,200961,1.2G,6,Trypsin/P,fgcz_9606_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-22/workunit_201275/1307079.zip,201275,186M,3,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-24/workunit_201416/1308550.zip,201416,625M,9,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-28/workunit_201578/1310674.zip,201578,964M,8,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-28/workunit_201581/1310678.zip,201581,456M,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-07/2019-07-28/workunit_201582/1310681.zip,201582,511M,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-08/2019-08-07/workunit_201945/1318335.zip,201945,596M,6,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-08/2019-08-07/workunit_201948/1318349.zip,201948,710M,8,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-08/2019-08-19/workunit_202273/1321197.zip,202273,1.2G,10,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-08/2019-08-26/workunit_202568/1322550.zip,202568,103M,2,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-08/2019-08-26/workunit_202584/1322634.zip,202584,51M,2,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,48,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-09/2019-09-10/workunit_203148/1326923.zip,,6,,,,,,,
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-09/2019-09-16/workunit_203365/1329111.zip,203365,163M,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-09/2019-09-19/workunit_203583/1332670.zip,203583,3.5G,27,Trypsin/P,fgcz_4932_yeast_contaminants_20100113.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-09/2019-09-20/workunit_203608/1333388.zip,203608,3.4G,27,Trypsin/P,fgcz_9606_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-07/workunit_215024/1348428.zip,,6,,,,,,,
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-08/workunit_220662/1354179.zip,,6,,,,,,,
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-10/2019-10-13/workunit_222020/1358934.zip,222020,6.1G,18,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-11/2019-11-09/workunit_231062/1380286.zip,231062,371M,4,Trypsin/P,fgcz_9606_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-11/2019-11-28/workunit_232083/1392229.zip,232083,1.7G,8,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2019/2019-12/2019-12-02/workunit_232244/1393831.zip,232244,1.5G,27,Trypsin/P,fgcz_9606_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-21/workunit_236527/1485036.zip,236527,4.9G,12,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-23/workunit_236755/1489547.zip,236755,314M,24,Trypsin/P,fgcz_swissprot_reviewed_20170505.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-23/workunit_236756/1489550.zip,236756,299M,24,Trypsin/P,fgcz_swissprot_reviewed_20170505.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-23/workunit_236758/1489554.zip,236758,239M,24,Trypsin/P,fgcz_swissprot_reviewed_20170505.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-23/workunit_236759/1489557.zip,236759,215M,24,Trypsin/P,fgcz_swissprot_reviewed_20170505.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-26/workunit_236873/1494385.zip,236873,1.4G,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-26/workunit_236956/1495386.zip,236956,3.7G,8,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-29/workunit_237149/1499992.zip,237149,1.7G,3,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-29/workunit_237150/1499995.zip,237150,1.5G,3,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-29/workunit_237173/1500258.zip,237173,1.3G,3,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-01/2020-01-29/workunit_237234/1500758.zip,237234,1.1G,3,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-28/workunit_239104/1559343.zip,239104,391M,1,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-28/workunit_239105/1559346.zip,239105,270M,1,Trypsin/P,fgcz_4932_yeast_20191217.fasta,24,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-06/workunit_239437/1567043.zip,,6,,,,,,,
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-16/workunit_239812/1573881.zip,239812,3.1G,8,Trypsin/P,fgcz_9606_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-16/workunit_239813/1573884.zip,239813,3.3G,8,Trypsin/P,fgcz_9606_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-16/workunit_239814/1573887.zip,239814,1.7G,8,Trypsin/P,fgcz_9606_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-16/workunit_239815/1573890.zip,239815,1.7G,8,Trypsin/P,fgcz_9606_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-16/workunit_239882/1574513.zip,239882,1.2G,4,Trypsin/P,fgcz_9606_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-25/workunit_240280/1583136.zip,240280,2.4G,,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-05/2020-05-26/workunit_241993/1663589.zip,241993,3.0G,8,Trypsin/P,fgcz_10116_rat_uniprot_cnl_20200422.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-06/2020-06-17/workunit_242683/1674986.zip,242683,2.0G,4,Trypsin/P,fgcz_swissprot_reviewed_cnl_20200422.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-28/workunit_244252/1694333.zip,244252,853M,3,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-29/workunit_244428/1694737.zip,244428,2.2G,6,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-30/workunit_244446/1694836.zip,244446,996M,3,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-08/2020-08-28/workunit_248859/1715624.zip,248859,3.4G,14,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,24,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-09/2020-09-21/workunit_249799/1734442.zip,,7,,,,,,,
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-09/2020-09-22/workunit_249857/1734794.zip,,7,,,,,,,
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-09/2020-09-25/workunit_250003/1737595.zip,250003,142M,2,Trypsin/P,fgcz_4932_yeast_20191217.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2020/2020-11/2020-11-12/workunit_254377/1751755.zip,254377,882M,2,Trypsin/P,fgcz_4932_yeast_20191217.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2021/2021-01/2021-01-26/workunit_256575/1795811.zip,256575,116M,1,Trypsin/P,fgcz_4932_yeast_20191217.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3000/bfabric/Proteomics/MaxQuant/2021/2021-02/2021-02-09/workunit_259368/1809759.zip,259368,98M,1,Trypsin/P,fgcz_4932_yeast_20191217.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3433/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-21/workunit_238700/1551791.zip,238700,977M,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3433/bfabric/Proteomics/MaxQuant/2020/2020-02/2020-02-24/workunit_238818/1556494.zip,238818,1.1G,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3433/bfabric/Proteomics/MaxQuant/2020/2020-09/2020-09-07/workunit_249254/1720837.zip,249254,11G,36,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,48,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3459/bfabric/Proteomics/MaxQuant/2020/2020-05/2020-05-11/workunit_241655/1644282.zip,241655,7.1G,16,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,24,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3459/bfabric/Proteomics/MaxQuant/2020/2020-05/2020-05-11/workunit_241690/1644359.zip,241690,7.1G,16,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,24,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3459/bfabric/Proteomics/MaxQuant/2020/2020-08/2020-08-04/workunit_244767/1696500.zip,244767,3.4G,8,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3491/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-18/workunit_239967/1577853.zip,239967,3.8G,12,Trypsin/P,fgcz_9606_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3492/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-02/workunit_243216/1679175.zip,243216,917M,4,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3492/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-02/workunit_243218/1679182.zip,243218,479M,4,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3492/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-20/workunit_243908/1691931.zip,243908,4.1G,8,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3492/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-20/workunit_243910/1691942.zip,243910,2.3G,8,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3492/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-21/workunit_243940/1692029.zip,243940,791M,2,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3492/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-22/workunit_243943/1692041.zip,243943,934M,2,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3492/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-22/workunit_243944/1692044.zip,243944,789M,2,Trypsin/P,fgcz_swissprot_reviewed_cnl_20200422.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3492/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-22/workunit_243960/1692434.zip,243960,954M,2,Trypsin/P,fgcz_swissprot_reviewed_cnl_20200422.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3492/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-27/workunit_244095/1693835.zip,244095,866M,2,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3492/bfabric/Proteomics/MaxQuant/2020/2020-07/2020-07-27/workunit_244096/1693838.zip,244096,1.7G,4,Trypsin/P,fgcz_10090_reviewed_cnl_20190709.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Phospho (STY),QCReport.Rmd
/srv/www/htdocs/p3498/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-18/workunit_239950/1577572.zip,239950,1.1G,4,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,Carbamidomethyl (C),Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3498/bfabric/Proteomics/MaxQuant/2020/2020-08/2020-08-31/workunit_248877/1715883.zip,,5,,,,,,,
/srv/www/htdocs/p3498/bfabric/Proteomics/MaxQuant/2020/2020-09/2020-09-01/workunit_248980/1716800.zip,,7,,,,,,,
/srv/www/htdocs/p3498/bfabric/Proteomics/MaxQuant/2020/2020-09/2020-09-01/workunit_248988/1716940.zip,248988,22G,48,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,48,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3511/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-25/workunit_240298/1583737.zip,240298,478M,6,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3511/bfabric/Proteomics/MaxQuant/2020/2020-03/2020-03-25/workunit_240299/1583740.zip,240299,536M,6,Trypsin/P,fgcz_9606_reviewed_cnl_20190709.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3516/bfabric/Proteomics/MaxQuant/2020/2020-08/2020-08-14/workunit_245175/1701603.zip,245175,3.3G,9,Trypsin/P,fgcz_4081_cnl_tomato_20200217.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3516/bfabric/Proteomics/MaxQuant/2020/2020-09/2020-09-30/workunit_250121/1739472.zip,250121,26G,96,Trypsin/P,fgcz_4081_cnl_tomato_20200217.fasta,48,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3543/bfabric/Proteomics/MaxQuant/2020/2020-06/2020-06-22/workunit_242850/1676022.zip,242850,5.8G,12,Trypsin/P,p3543_db2_FusariumNAraport_20200618.fasta,24,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3543/bfabric/Proteomics/MaxQuant/2020/2020-06/2020-06-24/workunit_242918/1676381.zip,242918,5.4G,11,Trypsin/P,p3543_db2_FusariumNAraport_20200618.fasta,12,,Acetyl (Protein N-term) Oxidation (M) Deamidation (NQ),QCReport.Rmd
/srv/www/htdocs/p3545/bfabric/Proteomics/MaxQuant/2020/2020-09/2020-09-09/workunit_249363/1722274.zip,,7,,,,,,,
